pdb_id	uniprot_id	experimental_method	resolution	release_date	ligand_count	source	fetch_date
7E7Z	Q9NZV8	ELECTRON MICROSCOPY	3.2	2021-10-06	0	RCSB_DATA_API	2026-04-11
7E83	Q9NZV8	ELECTRON MICROSCOPY	3.1	2021-10-13	0	RCSB_DATA_API	2026-04-11
7E84	Q9NZV8	ELECTRON MICROSCOPY	3.1	2021-10-13	0	RCSB_DATA_API	2026-04-11
7E87	Q9NZV8	ELECTRON MICROSCOPY	3.4	2021-10-13	0	RCSB_DATA_API	2026-04-11
7E8B	Q9NZV8	ELECTRON MICROSCOPY	4.2	2021-10-13	0	RCSB_DATA_API	2026-04-11
7E8E	Q9NZV8	ELECTRON MICROSCOPY	3.9	2021-10-13	0	RCSB_DATA_API	2026-04-11
7E8H	Q9NZV8	ELECTRON MICROSCOPY	4.5	2021-10-13	0	RCSB_DATA_API	2026-04-11
7F0J	Q9NZV8	ELECTRON MICROSCOPY	2.9	2021-10-13	1	RCSB_DATA_API	2026-04-11
7F3F	Q9NZV8	ELECTRON MICROSCOPY	3.1	2021-10-13	0	RCSB_DATA_API	2026-04-11
7UK5	Q9NZV8	ELECTRON MICROSCOPY	2.76	2022-06-29	1	RCSB_DATA_API	2026-04-11
7UKC	Q9NZV8	ELECTRON MICROSCOPY	3	2022-06-29	1	RCSB_DATA_API	2026-04-11
7UKD	Q9NZV8	ELECTRON MICROSCOPY	2.88	2022-06-29	1	RCSB_DATA_API	2026-04-11
7UKE	Q9NZV8	ELECTRON MICROSCOPY	3.01	2022-06-29	1	RCSB_DATA_API	2026-04-11
7UKF	Q9NZV8	ELECTRON MICROSCOPY	3.02	2022-06-29	2	RCSB_DATA_API	2026-04-11
7UKG	Q9NZV8	ELECTRON MICROSCOPY	2.24	2022-06-29	1	RCSB_DATA_API	2026-04-11
7UKH	Q9NZV8	ELECTRON MICROSCOPY	2.33	2022-06-29	2	RCSB_DATA_API	2026-04-11
2LXM	Q9NZZ3	SOLUTION NMR		2012-11-28	0	RCSB_DATA_API	2026-04-11
3ULY	Q9NZZ3	X-RAY DIFFRACTION	2.6	2012-04-18	1	RCSB_DATA_API	2026-04-11
3UM0	Q9NZZ3	X-RAY DIFFRACTION	3.102	2012-04-18	1	RCSB_DATA_API	2026-04-11
3UM1	Q9NZZ3	X-RAY DIFFRACTION	2.708	2012-04-18	1	RCSB_DATA_API	2026-04-11
3UM2	Q9NZZ3	X-RAY DIFFRACTION	2.589	2012-04-18	1	RCSB_DATA_API	2026-04-11
4TXR	Q9NZZ3	X-RAY DIFFRACTION	1	2015-02-11	2	RCSB_DATA_API	2026-04-11
4NKN	Q9P000	X-RAY DIFFRACTION	2.79	2014-11-26	0	RCSB_DATA_API	2026-04-11
4OE9	Q9P000	X-RAY DIFFRACTION	1.55	2015-03-04	2	RCSB_DATA_API	2026-04-11
6BP6	Q9P000	X-RAY DIFFRACTION	2.17	2018-08-15	0	RCSB_DATA_API	2026-04-11
8ESD	Q9P000	X-RAY DIFFRACTION	3.33	2023-05-24	0	RCSB_DATA_API	2026-04-11
8F2R	Q9P000	ELECTRON MICROSCOPY	3.12	2023-05-24	0	RCSB_DATA_API	2026-04-11
8F2U	Q9P000	ELECTRON MICROSCOPY	3.53	2023-05-24	0	RCSB_DATA_API	2026-04-11
8P0W	Q9P000	ELECTRON MICROSCOPY	2.9	2024-03-20	0	RCSB_DATA_API	2026-04-11
5MQF	Q9P013	ELECTRON MICROSCOPY	5.9	2017-03-22	0	RCSB_DATA_API	2026-04-11
5XJC	Q9P013	ELECTRON MICROSCOPY	3.6	2017-07-05	6	RCSB_DATA_API	2026-04-11
5YZG	Q9P013	ELECTRON MICROSCOPY	4.1	2018-08-08	6	RCSB_DATA_API	2026-04-11
5Z56	Q9P013	ELECTRON MICROSCOPY	5.1	2018-09-19	4	RCSB_DATA_API	2026-04-11
5Z57	Q9P013	ELECTRON MICROSCOPY	6.5	2018-09-19	5	RCSB_DATA_API	2026-04-11
5Z58	Q9P013	ELECTRON MICROSCOPY	4.9	2018-09-19	4	RCSB_DATA_API	2026-04-11
6FF4	Q9P013	ELECTRON MICROSCOPY	3.4	2018-08-29	4	RCSB_DATA_API	2026-04-11
6FF7	Q9P013	ELECTRON MICROSCOPY	4.5	2019-03-13	5	RCSB_DATA_API	2026-04-11
6ICZ	Q9P013	ELECTRON MICROSCOPY	3	2019-03-13	5	RCSB_DATA_API	2026-04-11
6ID0	Q9P013	ELECTRON MICROSCOPY	2.9	2019-03-13	4	RCSB_DATA_API	2026-04-11
6ID1	Q9P013	ELECTRON MICROSCOPY	2.86	2019-03-13	4	RCSB_DATA_API	2026-04-11
6QDV	Q9P013	ELECTRON MICROSCOPY	3.3	2019-02-20	6	RCSB_DATA_API	2026-04-11
6ZYM	Q9P013	ELECTRON MICROSCOPY	3.4	2020-10-14	4	RCSB_DATA_API	2026-04-11
7AAV	Q9P013	ELECTRON MICROSCOPY	4.2	2020-12-09	3	RCSB_DATA_API	2026-04-11
7ABF	Q9P013	ELECTRON MICROSCOPY	3.9	2020-12-09	3	RCSB_DATA_API	2026-04-11
7ABG	Q9P013	ELECTRON MICROSCOPY	7.8	2020-12-23	4	RCSB_DATA_API	2026-04-11
7ABI	Q9P013	ELECTRON MICROSCOPY	8	2021-02-10	3	RCSB_DATA_API	2026-04-11
7DVQ	Q9P013	ELECTRON MICROSCOPY	2.89	2021-03-31	6	RCSB_DATA_API	2026-04-11
7QTT	Q9P013	ELECTRON MICROSCOPY	3.1	2023-05-10	4	RCSB_DATA_API	2026-04-11
7W59	Q9P013	ELECTRON MICROSCOPY	3.6	2022-06-22	5	RCSB_DATA_API	2026-04-11
7W5A	Q9P013	ELECTRON MICROSCOPY	3.6	2022-06-22	5	RCSB_DATA_API	2026-04-11
7W5B	Q9P013	ELECTRON MICROSCOPY	4.3	2022-06-22	5	RCSB_DATA_API	2026-04-11
8C6J	Q9P013	ELECTRON MICROSCOPY	2.8	2023-07-12	6	RCSB_DATA_API	2026-04-11
8CH6	Q9P013	ELECTRON MICROSCOPY	5.9	2023-05-10	4	RCSB_DATA_API	2026-04-11
8I0P	Q9P013	ELECTRON MICROSCOPY	3.4	2024-07-31	3	RCSB_DATA_API	2026-04-11
8I0R	Q9P013	ELECTRON MICROSCOPY	3	2024-07-31	4	RCSB_DATA_API	2026-04-11
8I0S	Q9P013	ELECTRON MICROSCOPY	4.2	2024-07-31	4	RCSB_DATA_API	2026-04-11
8I0T	Q9P013	ELECTRON MICROSCOPY	3	2024-07-31	4	RCSB_DATA_API	2026-04-11
8I0U	Q9P013	ELECTRON MICROSCOPY	3.3	2024-07-31	4	RCSB_DATA_API	2026-04-11
8I0V	Q9P013	ELECTRON MICROSCOPY	3	2024-07-31	4	RCSB_DATA_API	2026-04-11
8I0W	Q9P013	ELECTRON MICROSCOPY	3.4	2024-07-31	4	RCSB_DATA_API	2026-04-11
8RO2	Q9P013	ELECTRON MICROSCOPY	3.5	2024-09-18	3	RCSB_DATA_API	2026-04-11
9FMD	Q9P013	ELECTRON MICROSCOPY	3.3	2024-07-10	6	RCSB_DATA_API	2026-04-11
7DVQ	Q9P021	ELECTRON MICROSCOPY	2.89	2021-03-31	6	RCSB_DATA_API	2026-04-11
7EMF	Q9P086	ELECTRON MICROSCOPY	3.5	2021-05-05	1	RCSB_DATA_API	2026-04-11
7ENA	Q9P086	ELECTRON MICROSCOPY	4.07	2021-05-26	3	RCSB_DATA_API	2026-04-11
7ENC	Q9P086	ELECTRON MICROSCOPY	4.13	2021-05-26	3	RCSB_DATA_API	2026-04-11
7ENJ	Q9P086	ELECTRON MICROSCOPY	4.4	2021-05-19	1	RCSB_DATA_API	2026-04-11
7LBM	Q9P086	ELECTRON MICROSCOPY	4.8	2021-03-24	3	RCSB_DATA_API	2026-04-11
7NVR	Q9P086	ELECTRON MICROSCOPY	4.5	2021-05-05	3	RCSB_DATA_API	2026-04-11
8GXQ	Q9P086	ELECTRON MICROSCOPY	5.04	2022-11-02	3	RCSB_DATA_API	2026-04-11
8GXS	Q9P086	ELECTRON MICROSCOPY	4.16	2022-11-02	3	RCSB_DATA_API	2026-04-11
8T9D	Q9P086	ELECTRON MICROSCOPY	4.66	2024-07-03	0	RCSB_DATA_API	2026-04-11
8TQW	Q9P086	ELECTRON MICROSCOPY	8.2	2024-10-09	1	RCSB_DATA_API	2026-04-11
8TRH	Q9P086	ELECTRON MICROSCOPY	3.7	2024-10-09	1	RCSB_DATA_API	2026-04-11
6WW7	Q9P0I2	ELECTRON MICROSCOPY	3.4	2020-05-27	1	RCSB_DATA_API	2026-04-11
6Z3W	Q9P0I2	ELECTRON MICROSCOPY	6.4	2020-07-15	0	RCSB_DATA_API	2026-04-11
7ADO	Q9P0I2	ELECTRON MICROSCOPY	3.39	2020-12-02	2	RCSB_DATA_API	2026-04-11
7ADP	Q9P0I2	ELECTRON MICROSCOPY	3.6	2020-12-02	1	RCSB_DATA_API	2026-04-11
8EOI	Q9P0I2	ELECTRON MICROSCOPY	3.4	2023-05-24	2	RCSB_DATA_API	2026-04-11
8J0N	Q9P0I2	ELECTRON MICROSCOPY	3.47	2024-04-03	0	RCSB_DATA_API	2026-04-11
8J0O	Q9P0I2	ELECTRON MICROSCOPY	3.32	2024-04-03	0	RCSB_DATA_API	2026-04-11
8S9S	Q9P0I2	ELECTRON MICROSCOPY	3.6	2023-05-17	2	RCSB_DATA_API	2026-04-11
9C7V	Q9P0I2	ELECTRON MICROSCOPY	6.6	2024-08-21	1	RCSB_DATA_API	2026-04-11
5XTB	Q9P0J0	ELECTRON MICROSCOPY	3.4	2017-08-30	5	RCSB_DATA_API	2026-04-11
5XTC	Q9P0J0	ELECTRON MICROSCOPY	3.7	2017-08-30	4	RCSB_DATA_API	2026-04-11
5XTD	Q9P0J0	ELECTRON MICROSCOPY	3.7	2017-08-30	8	RCSB_DATA_API	2026-04-11
5XTH	Q9P0J0	ELECTRON MICROSCOPY	3.9	2017-09-13	14	RCSB_DATA_API	2026-04-11
5XTI	Q9P0J0	ELECTRON MICROSCOPY	17.4	2017-09-13	14	RCSB_DATA_API	2026-04-11
3G5C	Q9P0K1	X-RAY DIFFRACTION	2.36	2009-08-18	2	RCSB_DATA_API	2026-04-11
5Y2Z	Q9P0K1	X-RAY DIFFRACTION	2.67	2018-05-02	2	RCSB_DATA_API	2026-04-11
5Y31	Q9P0K1	X-RAY DIFFRACTION	7.125	2018-05-02	2	RCSB_DATA_API	2026-04-11
7CQF	Q9P0K1	X-RAY DIFFRACTION	1.8	2021-01-06	3	RCSB_DATA_API	2026-04-11
8HPY	Q9P0K1	X-RAY DIFFRACTION	5.87	2023-12-13	2	RCSB_DATA_API	2026-04-11
8HQ1	Q9P0K1	X-RAY DIFFRACTION	4.17	2023-12-13	2	RCSB_DATA_API	2026-04-11
8HQ2	Q9P0K1	X-RAY DIFFRACTION	2.93	2023-12-13	2	RCSB_DATA_API	2026-04-11
8Y6B	Q9P0K1	X-RAY DIFFRACTION	3.49	2024-02-14	2	RCSB_DATA_API	2026-04-11
2RR3	Q9P0L0	SOLUTION NMR		2010-03-23	0	RCSB_DATA_API	2026-04-11
6TQR	Q9P0L0	X-RAY DIFFRACTION	1.85	2020-11-18	1	RCSB_DATA_API	2026-04-11
2HAK	Q9P0L2	X-RAY DIFFRACTION	2.6	2006-07-11	0	RCSB_DATA_API	2026-04-11
3OSE	Q9P0L2	X-RAY DIFFRACTION	1.7	2010-12-22	2	RCSB_DATA_API	2026-04-11
6C9D	Q9P0L2	X-RAY DIFFRACTION	2.499	2018-07-11	0	RCSB_DATA_API	2026-04-11
3TE3	Q9P0L9	X-RAY DIFFRACTION	2.694	2012-01-18	0	RCSB_DATA_API	2026-04-11
4GIF	Q9P0L9	X-RAY DIFFRACTION	2.8	2012-12-05	0	RCSB_DATA_API	2026-04-11
6DU8	Q9P0L9	ELECTRON MICROSCOPY	3.11	2018-07-25	1	RCSB_DATA_API	2026-04-11
2XD7	Q9P0M6	X-RAY DIFFRACTION	2.09	2010-05-19	0	RCSB_DATA_API	2026-04-11
6FY5	Q9P0M6	X-RAY DIFFRACTION	1.65	2018-04-04	2	RCSB_DATA_API	2026-04-11
3QWL	Q9P0N9	X-RAY DIFFRACTION	1.9	2011-06-01	1	RCSB_DATA_API	2026-04-11
4Z6Y	Q9P0N9	X-RAY DIFFRACTION	2.81	2016-04-20	0	RCSB_DATA_API	2026-04-11
5EJC	Q9P0N9	X-RAY DIFFRACTION	3.1	2016-03-02	0	RCSB_DATA_API	2026-04-11
5ULO	Q9P0N9	X-RAY DIFFRACTION	2.14	2018-01-31	2	RCSB_DATA_API	2026-04-11
7DL2	Q9P0N9	ELECTRON MICROSCOPY	4.4	2020-12-16	0	RCSB_DATA_API	2026-04-11
9CE3	Q9P0N9	ELECTRON MICROSCOPY	2.9	2024-12-04	0	RCSB_DATA_API	2026-04-11
7A5H	Q9P0P8	ELECTRON MICROSCOPY	3.3	2020-12-23	3	RCSB_DATA_API	2026-04-11
1SGO	Q9P0R6	SOLUTION NMR		2004-05-04	0	RCSB_DATA_API	2026-04-11
2LOS	Q9P0S9	SOLUTION NMR		2012-05-23	0	RCSB_DATA_API	2026-04-11
7CK6	Q9P0U1	ELECTRON MICROSCOPY	3.4	2020-11-04	1	RCSB_DATA_API	2026-04-11
7CP9	Q9P0U1	ELECTRON MICROSCOPY	3	2021-04-28	1	RCSB_DATA_API	2026-04-11
7VBY	Q9P0U1	ELECTRON MICROSCOPY	2.54	2022-09-07	2	RCSB_DATA_API	2026-04-11
7VC4	Q9P0U1	ELECTRON MICROSCOPY	3.74	2022-09-07	0	RCSB_DATA_API	2026-04-11
7VD2	Q9P0U1	ELECTRON MICROSCOPY	2.53	2022-07-13	2	RCSB_DATA_API	2026-04-11
7VDD	Q9P0U1	ELECTRON MICROSCOPY	3.74	2022-07-13	0	RCSB_DATA_API	2026-04-11
8XVA	Q9P0U1	ELECTRON MICROSCOPY	5.92	2024-08-07	0	RCSB_DATA_API	2026-04-11
9EIH	Q9P0U1	ELECTRON MICROSCOPY	3.1	2025-03-12	1	RCSB_DATA_API	2026-04-11
9EII	Q9P0U1	ELECTRON MICROSCOPY	2.75	2025-03-12	1	RCSB_DATA_API	2026-04-11
9EIJ	Q9P0U1	ELECTRON MICROSCOPY	3.3	2025-03-12	1	RCSB_DATA_API	2026-04-11
2CKG	Q9P0U3	X-RAY DIFFRACTION	2.45	2006-04-26	0	RCSB_DATA_API	2026-04-11
2CKH	Q9P0U3	X-RAY DIFFRACTION	3.2	2006-04-26	0	RCSB_DATA_API	2026-04-11
2G4D	Q9P0U3	X-RAY DIFFRACTION	2.8	2006-10-17	0	RCSB_DATA_API	2026-04-11
2IY0	Q9P0U3	X-RAY DIFFRACTION	2.77	2006-08-07	0	RCSB_DATA_API	2026-04-11
2IY1	Q9P0U3	X-RAY DIFFRACTION	2.46	2006-08-15	0	RCSB_DATA_API	2026-04-11
2IYC	Q9P0U3	X-RAY DIFFRACTION	2.45	2006-08-08	0	RCSB_DATA_API	2026-04-11
2IYD	Q9P0U3	X-RAY DIFFRACTION	3.2	2006-08-08	0	RCSB_DATA_API	2026-04-11
2XPH	Q9P0U3	X-RAY DIFFRACTION	2.4	2010-09-08	2	RCSB_DATA_API	2026-04-11
2XRE	Q9P0U3	X-RAY DIFFRACTION	2.45	2010-10-06	2	RCSB_DATA_API	2026-04-11
6NNQ	Q9P0U3	X-RAY DIFFRACTION	2.621	2019-05-08	0	RCSB_DATA_API	2026-04-11
3QMB	Q9P0U4	X-RAY DIFFRACTION	2.06	2011-02-23	2	RCSB_DATA_API	2026-04-11
3QMC	Q9P0U4	X-RAY DIFFRACTION	2.1	2011-02-23	1	RCSB_DATA_API	2026-04-11
3QMD	Q9P0U4	X-RAY DIFFRACTION	1.9	2011-02-23	1	RCSB_DATA_API	2026-04-11
3QMG	Q9P0U4	X-RAY DIFFRACTION	2.3	2011-02-23	2	RCSB_DATA_API	2026-04-11
3QMH	Q9P0U4	X-RAY DIFFRACTION	2.5	2011-02-23	1	RCSB_DATA_API	2026-04-11
3QMI	Q9P0U4	X-RAY DIFFRACTION	2.1	2011-02-23	3	RCSB_DATA_API	2026-04-11
7WLI	Q9P0X4	ELECTRON MICROSCOPY	3.3	2022-05-04	4	RCSB_DATA_API	2026-04-11
7WLJ	Q9P0X4	ELECTRON MICROSCOPY	3.9	2022-05-04	5	RCSB_DATA_API	2026-04-11
7WLK	Q9P0X4	ELECTRON MICROSCOPY	3.6	2022-05-04	5	RCSB_DATA_API	2026-04-11
7WLL	Q9P0X4	ELECTRON MICROSCOPY	3.6	2022-05-04	5	RCSB_DATA_API	2026-04-11
3QWE	Q9P107	X-RAY DIFFRACTION	2.4	2011-03-23	1	RCSB_DATA_API	2026-04-11
6DLF	Q9P121	X-RAY DIFFRACTION	3.446	2019-04-10	1	RCSB_DATA_API	2026-04-11
2C6U	Q9P126	X-RAY DIFFRACTION	1.6	2006-11-20	0	RCSB_DATA_API	2026-04-11
3WSR	Q9P126	X-RAY DIFFRACTION	1.91	2014-10-22	0	RCSB_DATA_API	2026-04-11
3WWK	Q9P126	X-RAY DIFFRACTION	2.98	2014-10-22	0	RCSB_DATA_API	2026-04-11
8YFC	Q9P1T7	ELECTRON MICROSCOPY	3.2	2025-01-15	2	RCSB_DATA_API	2026-04-11
8YFG	Q9P1T7	ELECTRON MICROSCOPY	4.5	2025-01-22	0	RCSB_DATA_API	2026-04-11
8ZU3	Q9P1T7	ELECTRON MICROSCOPY	3.1	2025-01-15	2	RCSB_DATA_API	2026-04-11
7OB9	Q9P1U0	ELECTRON MICROSCOPY	2.7	2021-12-08	2	RCSB_DATA_API	2026-04-11
7OBA	Q9P1U0	ELECTRON MICROSCOPY	3.1	2021-12-08	1	RCSB_DATA_API	2026-04-11
7OBB	Q9P1U0	ELECTRON MICROSCOPY	3.3	2021-12-08	1	RCSB_DATA_API	2026-04-11
7VBA	Q9P1U0	ELECTRON MICROSCOPY	2.89	2022-02-16	3	RCSB_DATA_API	2026-04-11
7VBB	Q9P1U0	ELECTRON MICROSCOPY	2.81	2022-03-02	2	RCSB_DATA_API	2026-04-11
7VBC	Q9P1U0	ELECTRON MICROSCOPY	3.01	2022-02-16	2	RCSB_DATA_API	2026-04-11
8A43	Q9P1U0	ELECTRON MICROSCOPY	4.09	2022-08-31	0	RCSB_DATA_API	2026-04-11
2JJW	Q9P1W8	X-RAY DIFFRACTION	1.7	2008-08-05	0	RCSB_DATA_API	2026-04-11
4I2X	Q9P1W8	X-RAY DIFFRACTION	2.48	2013-12-18	3	RCSB_DATA_API	2026-04-11
2IWI	Q9P1W9	X-RAY DIFFRACTION	2.8	2006-08-02	1	RCSB_DATA_API	2026-04-11
4X7Q	Q9P1W9	X-RAY DIFFRACTION	2.33	2015-02-11	2	RCSB_DATA_API	2026-04-11
8INZ	Q9P1Z3	ELECTRON MICROSCOPY	2.72	2024-04-10	1	RCSB_DATA_API	2026-04-11
8IO0	Q9P1Z3	ELECTRON MICROSCOPY	3.19	2024-11-13	1	RCSB_DATA_API	2026-04-11
8IO3	Q9P1Z3	ELECTRON MICROSCOPY	3.02	2024-04-10	1	RCSB_DATA_API	2026-04-11
1UEZ	Q9P202	SOLUTION NMR		2003-11-22	0	RCSB_DATA_API	2026-04-11
1UF1	Q9P202	SOLUTION NMR		2003-11-22	0	RCSB_DATA_API	2026-04-11
1UFX	Q9P202	SOLUTION NMR		2003-12-10	0	RCSB_DATA_API	2026-04-11
6KZ1	Q9P202	X-RAY DIFFRACTION	1.694	2020-09-23	0	RCSB_DATA_API	2026-04-11
7EP7	Q9P202	X-RAY DIFFRACTION	2.6	2022-05-04	0	RCSB_DATA_API	2026-04-11
2BYE	Q9P212	SOLUTION NMR		2006-02-22	0	RCSB_DATA_API	2026-04-11
2BYF	Q9P212	SOLUTION NMR		2006-02-22	0	RCSB_DATA_API	2026-04-11
2C5L	Q9P212	X-RAY DIFFRACTION	1.9	2006-02-20	3	RCSB_DATA_API	2026-04-11
8J07	Q9P225	ELECTRON MICROSCOPY	4.1	2023-07-26	3	RCSB_DATA_API	2026-04-11
1WJ3	Q9P232	SOLUTION NMR		2004-11-28	0	RCSB_DATA_API	2026-04-11
2ELM	Q9P243	SOLUTION NMR		2008-04-01	1	RCSB_DATA_API	2026-04-11
2ELN	Q9P243	SOLUTION NMR		2008-04-01	1	RCSB_DATA_API	2026-04-11
2ELO	Q9P243	SOLUTION NMR		2008-04-01	1	RCSB_DATA_API	2026-04-11
2ELP	Q9P243	SOLUTION NMR		2008-04-01	1	RCSB_DATA_API	2026-04-11
2ELQ	Q9P243	SOLUTION NMR		2008-04-01	1	RCSB_DATA_API	2026-04-11
2ELR	Q9P243	SOLUTION NMR		2008-04-01	1	RCSB_DATA_API	2026-04-11
2ELS	Q9P243	SOLUTION NMR		2008-04-01	1	RCSB_DATA_API	2026-04-11
2ELT	Q9P243	SOLUTION NMR		2008-04-01	1	RCSB_DATA_API	2026-04-11
2ELU	Q9P243	SOLUTION NMR		2008-04-01	1	RCSB_DATA_API	2026-04-11
2ELV	Q9P243	SOLUTION NMR		2008-04-01	1	RCSB_DATA_API	2026-04-11
2RSH	Q9P243	SOLUTION NMR		2013-03-13	1	RCSB_DATA_API	2026-04-11
2RSI	Q9P243	SOLUTION NMR		2013-03-13	1	RCSB_DATA_API	2026-04-11
2RSJ	Q9P243	SOLUTION NMR		2013-03-13	1	RCSB_DATA_API	2026-04-11
2RUT	Q9P243	SOLUTION NMR		2015-04-08	1	RCSB_DATA_API	2026-04-11
2RUU	Q9P243	SOLUTION NMR		2015-04-08	1	RCSB_DATA_API	2026-04-11
2RUV	Q9P243	SOLUTION NMR		2015-04-08	1	RCSB_DATA_API	2026-04-11
2RUW	Q9P243	SOLUTION NMR		2015-04-08	1	RCSB_DATA_API	2026-04-11
2RUX	Q9P243	SOLUTION NMR		2015-04-08	1	RCSB_DATA_API	2026-04-11
2RUY	Q9P243	SOLUTION NMR		2015-04-08	1	RCSB_DATA_API	2026-04-11
2RUZ	Q9P243	SOLUTION NMR		2015-04-08	1	RCSB_DATA_API	2026-04-11
2RV0	Q9P243	SOLUTION NMR		2015-04-08	1	RCSB_DATA_API	2026-04-11
2RV1	Q9P243	SOLUTION NMR		2015-04-08	1	RCSB_DATA_API	2026-04-11
2RV2	Q9P243	SOLUTION NMR		2015-04-08	1	RCSB_DATA_API	2026-04-11
2RV3	Q9P243	SOLUTION NMR		2015-04-08	1	RCSB_DATA_API	2026-04-11
2RV6	Q9P243	SOLUTION NMR		2015-04-08	1	RCSB_DATA_API	2026-04-11
2RV7	Q9P243	SOLUTION NMR		2015-04-08	1	RCSB_DATA_API	2026-04-11
2L5Y	Q9P246	SOLUTION NMR		2011-01-19	1	RCSB_DATA_API	2026-04-11
5GWN	Q9P258	X-RAY DIFFRACTION	1.309	2017-09-13	1	RCSB_DATA_API	2026-04-11
3RDV	Q9P270	X-RAY DIFFRACTION	1.75	2011-06-29	2	RCSB_DATA_API	2026-04-11
8BS3	Q9P275	X-RAY DIFFRACTION	2.2	2023-07-12	2	RCSB_DATA_API	2026-04-11
8BS9	Q9P275	X-RAY DIFFRACTION	1.9	2023-07-12	3	RCSB_DATA_API	2026-04-11
6NZD	Q9P278	ELECTRON MICROSCOPY	3.6	2019-11-06	2	RCSB_DATA_API	2026-04-11
6ULG	Q9P278	ELECTRON MICROSCOPY	3.31	2019-11-20	3	RCSB_DATA_API	2026-04-11
7LSW	Q9P278	X-RAY DIFFRACTION	3.05	2021-10-13	1	RCSB_DATA_API	2026-04-11
7LT6	Q9P278	X-RAY DIFFRACTION	1.8	2021-10-13	0	RCSB_DATA_API	2026-04-11
8DHB	Q9P278	ELECTRON MICROSCOPY	3.53	2022-09-28	3	RCSB_DATA_API	2026-04-11
2F57	Q9P286	X-RAY DIFFRACTION	1.8	2005-12-13	2	RCSB_DATA_API	2026-04-11
8C12	Q9P286	X-RAY DIFFRACTION	1.549	2023-10-25	0	RCSB_DATA_API	2026-04-11
7KYQ	Q9P287	X-RAY DIFFRACTION	3.06	2021-06-09	0	RCSB_DATA_API	2026-04-11
7KYS	Q9P287	X-RAY DIFFRACTION	2.2	2021-06-09	2	RCSB_DATA_API	2026-04-11
8EQB	Q9P287	ELECTRON MICROSCOPY	6.5	2023-03-15	0	RCSB_DATA_API	2026-04-11
8EXE	Q9P287	X-RAY DIFFRACTION	3.5	2023-03-15	0	RCSB_DATA_API	2026-04-11
8EXF	Q9P287	X-RAY DIFFRACTION	3.22	2023-03-15	0	RCSB_DATA_API	2026-04-11
3GGF	Q9P289	X-RAY DIFFRACTION	2.35	2009-03-24	2	RCSB_DATA_API	2026-04-11
3W8I	Q9P289	X-RAY DIFFRACTION	2.4	2013-07-03	0	RCSB_DATA_API	2026-04-11
4FZA	Q9P289	X-RAY DIFFRACTION	3.15	2013-03-06	1	RCSB_DATA_API	2026-04-11
4FZD	Q9P289	X-RAY DIFFRACTION	3.25	2013-03-06	1	RCSB_DATA_API	2026-04-11
4FZF	Q9P289	X-RAY DIFFRACTION	3.64	2013-03-06	1	RCSB_DATA_API	2026-04-11
4GEH	Q9P289	X-RAY DIFFRACTION	1.95	2013-04-17	0	RCSB_DATA_API	2026-04-11
5XY9	Q9P289	X-RAY DIFFRACTION	2.303	2018-07-11	2	RCSB_DATA_API	2026-04-11
5YF4	Q9P289	X-RAY DIFFRACTION	1.897	2018-08-15	1	RCSB_DATA_API	2026-04-11
7B36	Q9P289	X-RAY DIFFRACTION	2.107	2020-12-16	3	RCSB_DATA_API	2026-04-11
2CKC	Q9P2D1	SOLUTION NMR		2007-05-08	0	RCSB_DATA_API	2026-04-11
2V0E	Q9P2D1	SOLUTION NMR		2007-05-22	0	RCSB_DATA_API	2026-04-11
2V0F	Q9P2D1	SOLUTION NMR		2007-05-22	0	RCSB_DATA_API	2026-04-11
8I3J	Q9P2D7	X-RAY DIFFRACTION	2.69	2023-08-09	0	RCSB_DATA_API	2026-04-11
8J07	Q9P2D7	ELECTRON MICROSCOPY	4.1	2023-07-26	3	RCSB_DATA_API	2026-04-11
6VFQ	Q9P2E7	X-RAY DIFFRACTION	2.3	2020-03-11	4	RCSB_DATA_API	2026-04-11
6VFW	Q9P2E7	X-RAY DIFFRACTION	3.6	2020-03-11	2	RCSB_DATA_API	2026-04-11
6VG4	Q9P2E7	X-RAY DIFFRACTION	3.298	2020-03-11	5	RCSB_DATA_API	2026-04-11
3MSX	Q9P2F6	X-RAY DIFFRACTION	1.65	2011-03-16	3	RCSB_DATA_API	2026-04-11
5TXK	Q9P2H5	X-RAY DIFFRACTION	1.84	2018-05-09	3	RCSB_DATA_API	2026-04-11
7Q44	Q9P2H5	X-RAY DIFFRACTION	2.2	2022-11-16	1	RCSB_DATA_API	2026-04-11
6URG	Q9P2I0	ELECTRON MICROSCOPY	3	2019-11-27	1	RCSB_DATA_API	2026-04-11
6V4X	Q9P2I0	ELECTRON MICROSCOPY	3.2	2020-02-19	1	RCSB_DATA_API	2026-04-11
1V5J	Q9P2J2	SOLUTION NMR		2004-05-25	0	RCSB_DATA_API	2026-04-11
2WFD	Q9P2J5	X-RAY DIFFRACTION	3.25	2009-05-19	0	RCSB_DATA_API	2026-04-11
6KID	Q9P2J5	X-RAY DIFFRACTION	3.15	2021-01-27	3	RCSB_DATA_API	2026-04-11
6KIE	Q9P2J5	X-RAY DIFFRACTION	3.15	2021-01-27	3	RCSB_DATA_API	2026-04-11
6KQY	Q9P2J5	X-RAY DIFFRACTION	3.3	2021-01-27	2	RCSB_DATA_API	2026-04-11
6KR7	Q9P2J5	X-RAY DIFFRACTION	4	2021-01-27	3	RCSB_DATA_API	2026-04-11
